"YR","PROGRAM","LOC","STATE","ID","REP","BLOCK","ROW","COL","PLOT","Trait","Measurement"
2014,"University of Nebraska","Clay Center"," NE","CO11D1665",2,1,1,46,2203,"TW",NA
2014,"University of Nebraska","Clay Center"," NE","CO11D1665",2,1,1,46,2203,"HT",74
2014,"University of Nebraska","Clay Center"," NE","CO11D1686",2,19,19,50,2387,"YLD",2354
2014,"University of Nebraska","Clay Center"," NE","CO11D1686",2,19,19,50,2387,"TW",NA
2014,"University of Nebraska","Clay Center"," NE","CO11D1686",2,19,19,50,2387,"HT",70
2014,"University of Nebraska","Clay Center"," NE","CO11D1715",2,19,19,53,2390,"YLD",3201
2014,"University of Nebraska","Clay Center"," NE","CO11D1715",2,19,19,53,2390,"TW",NA
2014,"University of Nebraska","Clay Center"," NE","CO11D1715",2,19,19,53,2390,"HT",83
2014,"University of Nebraska","Clay Center"," NE","CO11D1731",2,19,19,51,2388,"YLD",1701
2014,"University of Nebraska","Clay Center"," NE","CO11D1731",2,19,19,51,2388,"TW",NA
2014,"University of Nebraska","Clay Center"," NE","CO11D1731",2,19,19,51,2388,"HT",70
2014,"University of Nebraska","Clay Center"," NE","CO11D1746",2,19,19,52,2389,"YLD",1809
2014,"University of Nebraska","Clay Center"," NE","CO11D1746",2,19,19,52,2389,"TW",NA
2014,"University of Nebraska","Clay Center"," NE","CO11D1746",2,19,19,52,2389,"HT",80
2014,"University of Nebraska","Clay Center"," NE","CO11D1758W",2,11,11,46,2303,"YLD",3154
2014,"University of Nebraska","Clay Center"," NE","CO11D1758W",2,11,11,46,2303,"TW",NA
2014,"University of Nebraska","Clay Center"," NE","CO11D1758W",2,11,11,46,2303,"HT",82
2014,"University of Nebraska","Clay Center"," NE","CO11D1767",2,11,11,49,2306,"YLD",3221
2014,"University of Nebraska","Clay Center"," NE","CO11D1767",2,11,11,49,2306,"TW",NA
2014,"University of Nebraska","Clay Center"," NE","CO11D1767",2,11,11,49,2306,"HT",78
2014,"University of Nebraska","Clay Center"," NE","CO11D1789",2,11,11,48,2305,"YLD",2603
2014,"University of Nebraska","Clay Center"," NE","CO11D1789",2,11,11,48,2305,"TW",NA
2014,"University of Nebraska","Clay Center"," NE","CO11D1789",2,11,11,48,2305,"HT",80
2014,"University of Nebraska","Clay Center"," NE","CO11D1799",2,11,11,47,2304,"YLD",3443
2014,"University of Nebraska","Clay Center"," NE","CO11D1799",2,11,11,47,2304,"TW",NA
2014,"University of Nebraska","Clay Center"," NE","CO11D1799",2,11,11,47,2304,"HT",72
2014,"University of Nebraska","Clay Center"," NE","CT103",2,22,22,44,3211,"YLD",2818
2014,"University of Nebraska","Clay Center"," NE","CT103",2,22,22,44,3211,"TW",NA
2014,"University of Nebraska","Clay Center"," NE","CT103",2,22,22,44,3211,"HT",66
2014,"University of Nebraska","Clay Center"," NE","CT110",2,21,21,44,3201,"YLD",1688
2014,"University of Nebraska","Clay Center"," NE","CT110",2,21,21,44,3201,"TW",NA
2014,"University of Nebraska","Clay Center"," NE","CT110",2,21,21,44,3201,"HT",70
2014,"University of Nebraska","Clay Center"," NE","CT111",2,22,22,45,3212,"YLD",2952
2014,"University of Nebraska","Clay Center"," NE","CT111",2,22,22,45,3212,"TW",NA
2014,"University of Nebraska","Clay Center"," NE","CT111",2,22,22,45,3212,"HT",74
2014,"University of Nebraska","Clay Center"," NE","CT112",2,22,22,46,3213,"YLD",1816
2014,"University of Nebraska","Clay Center"," NE","CT112",2,22,22,46,3213,"TW",NA
2014,"University of Nebraska","Clay Center"," NE","CT112",2,22,22,46,3213,"HT",76
2014,"University of Nebraska","Clay Center"," NE","CT115",2,22,22,52,3219,"YLD",2112
2014,"University of Nebraska","Clay Center"," NE","CT115",2,22,22,52,3219,"TW",NA
2014,"University of Nebraska","Clay Center"," NE","CT115",2,22,22,52,3219,"HT",72
2014,"University of Nebraska","Clay Center"," NE","CT125",2,22,22,48,3215,"YLD",2589
2014,"University of Nebraska","Clay Center"," NE","CT125",2,22,22,48,3215,"TW",NA
2014,"University of Nebraska","Clay Center"," NE","CT125",2,22,22,48,3215,"HT",80
2014,"University of Nebraska","Clay Center"," NE","CT135",2,21,21,48,3205,"YLD",2354
2014,"University of Nebraska","Clay Center"," NE","CT135",2,21,21,48,3205,"TW",NA
2014,"University of Nebraska","Clay Center"," NE","CT135",2,21,21,48,3205,"HT",70
2014,"University of Nebraska","Clay Center"," NE","CT154",2,22,22,47,3214,"YLD",1722
2014,"University of Nebraska","Clay Center"," NE","CT154",2,22,22,47,3214,"TW",NA
2014,"University of Nebraska","Clay Center"," NE","CT154",2,22,22,47,3214,"HT",68
2014,"University of Nebraska","Clay Center"," NE","CT163",2,22,22,53,3220,"YLD",1735
2014,"University of Nebraska","Clay Center"," NE","CT163",2,22,22,53,3220,"TW",NA
2014,"University of Nebraska","Clay Center"," NE","CT163",2,22,22,53,3220,"HT",68
2014,"University of Nebraska","Clay Center"," NE","CT185",2,21,21,46,3203,"YLD",2979
2014,"University of Nebraska","Clay Center"," NE","CT185",2,21,21,46,3203,"TW",NA
2014,"University of Nebraska","Clay Center"," NE","CT185",2,21,21,46,3203,"HT",74
2014,"University of Nebraska","Clay Center"," NE","CT194",2,21,21,47,3204,"YLD",3329
2014,"University of Nebraska","Clay Center"," NE","CT194",2,21,21,47,3204,"TW",NA
2014,"University of Nebraska","Clay Center"," NE","CT194",2,21,21,47,3204,"HT",74
2014,"University of Nebraska","Clay Center"," NE","CT199",2,21,21,52,3209,"YLD",2085
2014,"University of Nebraska","Clay Center"," NE","CT199",2,21,21,52,3209,"TW",NA
2014,"University of Nebraska","Clay Center"," NE","CT199",2,21,21,52,3209,"HT",80
2014,"University of Nebraska","Clay Center"," NE","CT213",2,22,22,50,3217,"YLD",3235
2014,"University of Nebraska","Clay Center"," NE","CT213",2,22,22,50,3217,"TW",NA
2014,"University of Nebraska","Clay Center"," NE","CT213",2,22,22,50,3217,"HT",80
2014,"University of Nebraska","Clay Center"," NE","CT224",2,21,21,50,3207,"YLD",1681
2014,"University of Nebraska","Clay Center"," NE","CT224",2,21,21,50,3207,"TW",NA
2014,"University of Nebraska","Clay Center"," NE","CT224",2,21,21,50,3207,"HT",75
2014,"University of Nebraska","Clay Center"," NE","CT237",2,21,21,45,3202,"YLD",2455
2014,"University of Nebraska","Clay Center"," NE","CT237",2,21,21,45,3202,"TW",NA
2014,"University of Nebraska","Clay Center"," NE","CT237",2,21,21,45,3202,"HT",66
2014,"University of Nebraska","Clay Center"," NE","CT30",2,21,21,53,3210,"YLD",1392
2014,"University of Nebraska","Clay Center"," NE","CT30",2,21,21,53,3210,"TW",NA
2014,"University of Nebraska","Clay Center"," NE","CT30",2,21,21,53,3210,"HT",68
2014,"University of Nebraska","Clay Center"," NE","CT38",2,22,22,49,3216,"YLD",2784
2014,"University of Nebraska","Clay Center"," NE","CT38",2,22,22,49,3216,"TW",NA
2014,"University of Nebraska","Clay Center"," NE","CT38",2,22,22,49,3216,"HT",86
2014,"University of Nebraska","Clay Center"," NE","CT64",2,21,21,49,3206,"YLD",1917
2014,"University of Nebraska","Clay Center"," NE","CT64",2,21,21,49,3206,"TW",NA
2014,"University of Nebraska","Clay Center"," NE","CT64",2,21,21,49,3206,"HT",70
2014,"University of Nebraska","Clay Center"," NE","CT69",2,21,21,51,3208,"YLD",3107
2014,"University of Nebraska","Clay Center"," NE","CT69",2,21,21,51,3208,"TW",NA
2014,"University of Nebraska","Clay Center"," NE","CT69",2,21,21,51,3208,"HT",86
2014,"University of Nebraska","Clay Center"," NE","CT95",2,22,22,51,3218,"YLD",3241
2014,"University of Nebraska","Clay Center"," NE","CT95",2,22,22,51,3218,"TW",NA
2014,"University of Nebraska","Clay Center"," NE","CT95",2,22,22,51,3218,"HT",75
2014,"University of Nebraska","Clay Center"," NE","GOODSYN12",2,6,6,47,2254,"YLD",2784
2014,"University of Nebraska","Clay Center"," NE","GOODSYN12",2,6,6,47,2254,"TW",NA
2014,"University of Nebraska","Clay Center"," NE","GOODSYN12",2,6,6,47,2254,"HT",90
2014,"University of Nebraska","Clay Center"," NE","GOODSYN17",2,6,6,46,2253,"YLD",2576
2014,"University of Nebraska","Clay Center"," NE","GOODSYN17",2,6,6,46,2253,"TW",NA
2014,"University of Nebraska","Clay Center"," NE","GOODSYN17",2,6,6,46,2253,"HT",104
2014,"University of Nebraska","Clay Center"," NE","GOODSYN23",2,10,10,44,2291,"YLD",2784
2014,"University of Nebraska","Clay Center"," NE","GOODSYN23",2,10,10,44,2291,"TW",NA
2014,"University of Nebraska","Clay Center"," NE","GOODSYN23",2,10,10,44,2291,"HT",100
2014,"University of Nebraska","Clay Center"," NE","GOODSYN28",2,10,10,45,2292,"YLD",2892
2014,"University of Nebraska","Clay Center"," NE","GOODSYN28",2,10,10,45,2292,"TW",NA
2014,"University of Nebraska","Clay Center"," NE","GOODSYN28",2,10,10,45,2292,"HT",100
2014,"University of Nebraska","Clay Center"," NE","GOODSYN35",2,13,13,44,2321,"YLD",2677
2014,"University of Nebraska","Clay Center"," NE","GOODSYN35",2,13,13,44,2321,"TW",NA
2014,"University of Nebraska","Clay Center"," NE","GOODSYN35",2,13,13,44,2321,"HT",94
2014,"University of Nebraska","Clay Center"," NE","GOODSYN37",2,13,13,45,2322,"YLD",1627
2014,"University of Nebraska","Clay Center"," NE","GOODSYN37",2,13,13,45,2322,"TW",NA
2014,"University of Nebraska","Clay Center"," NE","GOODSYN37",2,13,13,45,2322,"HT",95
2014,"University of Nebraska","Clay Center"," NE","GOODSYN43",2,19,19,46,2383,"YLD",2280
2014,"University of Nebraska","Clay Center"," NE","GOODSYN43",2,19,19,46,2383,"TW",NA
2014,"University of Nebraska","Clay Center"," NE","GOODSYN43",2,19,19,46,2383,"HT",90
2014,"University of Nebraska","Clay Center"," NE","GOODSYN44",2,19,19,47,2384,"YLD",2239
2014,"University of Nebraska","Clay Center"," NE","GOODSYN44",2,19,19,47,2384,"TW",NA
2014,"University of Nebraska","Clay Center"," NE","GOODSYN44",2,19,19,47,2384,"HT",98
2014,"University of Nebraska","Clay Center"," NE","GOODSYN5",2,2,2,53,2220,"YLD",2287
2014,"University of Nebraska","Clay Center"," NE","GOODSYN5",2,2,2,53,2220,"TW",NA
2014,"University of Nebraska","Clay Center"," NE","GOODSYN5",2,2,2,53,2220,"HT",97
2014,"University of Nebraska","Clay Center"," NE","GOODSYN51",2,20,20,52,2399,"YLD",1432
2014,"University of Nebraska","Clay Center"," NE","GOODSYN51",2,20,20,52,2399,"TW",NA
2014,"University of Nebraska","Clay Center"," NE","GOODSYN51",2,20,20,52,2399,"HT",85
2014,"University of Nebraska","Clay Center"," NE","GOODSYN58",2,20,20,53,2400,"YLD",1015
2014,"University of Nebraska","Clay Center"," NE","GOODSYN58",2,20,20,53,2400,"TW",NA
2014,"University of Nebraska","Clay Center"," NE","GOODSYN58",2,20,20,53,2400,"HT",90
2014,"University of Nebraska","Clay Center"," NE","GOODSYN61",2,3,3,50,2227,"YLD",1802
2014,"University of Nebraska","Clay Center"," NE","GOODSYN61",2,3,3,50,2227,"TW",NA
2014,"University of Nebraska","Clay Center"," NE","GOODSYN61",2,3,3,50,2227,"HT",86
2014,"University of Nebraska","Clay Center"," NE","GOODSYN62",2,3,3,51,2228,"YLD",1587
2014,"University of Nebraska","Clay Center"," NE","GOODSYN62",2,3,3,51,2228,"TW",NA
2014,"University of Nebraska","Clay Center"," NE","GOODSYN62",2,3,3,51,2228,"HT",84
2014,"University of Nebraska","Clay Center"," NE","GOODSYN72",2,19,19,49,2386,"YLD",2105
2014,"University of Nebraska","Clay Center"," NE","GOODSYN72",2,19,19,49,2386,"TW",NA
2014,"University of Nebraska","Clay Center"," NE","GOODSYN72",2,19,19,49,2386,"HT",94
2014,"University of Nebraska","Clay Center"," NE","GOODSYN8",2,2,2,52,2219,"YLD",2078
2014,"University of Nebraska","Clay Center"," NE","GOODSYN8",2,2,2,52,2219,"TW",NA
2014,"University of Nebraska","Clay Center"," NE","GOODSYN8",2,2,2,52,2219,"HT",98
2014,"University of Nebraska","Clay Center"," NE","GOODSYN80",2,19,19,48,2385,"YLD",1917
2014,"University of Nebraska","Clay Center"," NE","GOODSYN80",2,19,19,48,2385,"TW",NA
2014,"University of Nebraska","Clay Center"," NE","GOODSYN80",2,19,19,48,2385,"HT",92
2014,"University of Nebraska","Clay Center"," NE","GOODSYN82",2,11,11,45,2302,"YLD",3026
2014,"University of Nebraska","Clay Center"," NE","GOODSYN82",2,11,11,45,2302,"TW",NA
2014,"University of Nebraska","Clay Center"," NE","GOODSYN82",2,11,11,45,2302,"HT",94
2014,"University of Nebraska","Clay Center"," NE","GOODSYN88",2,11,11,44,2301,"YLD",2764
2014,"University of Nebraska","Clay Center"," NE","GOODSYN88",2,11,11,44,2301,"TW",NA
2014,"University of Nebraska","Clay Center"," NE","GOODSYN88",2,11,11,44,2301,"HT",92
2014,"University of Nebraska","Clay Center"," NE","HW_124",2,16,16,50,2357,"YLD",2952
2014,"University of Nebraska","Clay Center"," NE","HW_124",2,16,16,50,2357,"TW",NA
2014,"University of Nebraska","Clay Center"," NE","HW_124",2,16,16,50,2357,"HT",83
2014,"University of Nebraska","Clay Center"," NE","HW_132",2,15,15,53,2350,"YLD",1903
2014,"University of Nebraska","Clay Center"," NE","HW_132",2,15,15,53,2350,"TW",NA
2014,"University of Nebraska","Clay Center"," NE","HW_132",2,15,15,53,2350,"HT",80
2014,"University of Nebraska","Clay Center"," NE","HW_133",2,16,16,48,2355,"YLD",2495
2014,"University of Nebraska","Clay Center"," NE","HW_133",2,16,16,48,2355,"TW",NA
2014,"University of Nebraska","Clay Center"," NE","HW_133",2,16,16,48,2355,"HT",76
2014,"University of Nebraska","Clay Center"," NE","HW_141",2,16,16,47,2354,"YLD",2468
2014,"University of Nebraska","Clay Center"," NE","HW_141",2,16,16,47,2354,"TW",NA
2014,"University of Nebraska","Clay Center"," NE","HW_141",2,16,16,47,2354,"HT",70
2014,"University of Nebraska","Clay Center"," NE","HW_155",2,15,15,44,2341,"YLD",2966
2014,"University of Nebraska","Clay Center"," NE","HW_155",2,15,15,44,2341,"TW",NA
2014,"University of Nebraska","Clay Center"," NE","HW_155",2,15,15,44,2341,"HT",85
2014,"University of Nebraska","Clay Center"," NE","HW_174",2,16,16,51,2358,"YLD",2616
2014,"University of Nebraska","Clay Center"," NE","HW_174",2,16,16,51,2358,"TW",NA
2014,"University of Nebraska","Clay Center"," NE","HW_174",2,16,16,51,2358,"HT",78
2014,"University of Nebraska","Clay Center"," NE","HW_175",2,15,15,45,2342,"YLD",3275
2014,"University of Nebraska","Clay Center"," NE","HW_175",2,15,15,45,2342,"TW",NA
2014,"University of Nebraska","Clay Center"," NE","HW_175",2,15,15,45,2342,"HT",78
2014,"University of Nebraska","Clay Center"," NE","HW_182",2,15,15,46,2343,"YLD",3309
2014,"University of Nebraska","Clay Center"," NE","HW_182",2,15,15,46,2343,"TW",NA
2014,"University of Nebraska","Clay Center"," NE","HW_182",2,15,15,46,2343,"HT",80
2014,"University of Nebraska","Clay Center"," NE","HW_237",2,15,15,52,2349,"YLD",2932
2014,"University of Nebraska","Clay Center"," NE","HW_237",2,15,15,52,2349,"TW",NA
2014,"University of Nebraska","Clay Center"," NE","HW_237",2,15,15,52,2349,"HT",75
2014,"University of Nebraska","Clay Center"," NE","HW_240",2,15,15,49,2346,"YLD",3443
2014,"University of Nebraska","Clay Center"," NE","HW_240",2,15,15,49,2346,"TW",NA
2014,"University of Nebraska","Clay Center"," NE","HW_240",2,15,15,49,2346,"HT",80
2014,"University of Nebraska","Clay Center"," NE","HW_246",2,15,15,48,2345,"YLD",2495
2014,"University of Nebraska","Clay Center"," NE","HW_246",2,15,15,48,2345,"TW",NA
2014,"University of Nebraska","Clay Center"," NE","HW_246",2,15,15,48,2345,"HT",85
2014,"University of Nebraska","Clay Center"," NE","HW_256",2,16,16,49,2356,"YLD",3430
2014,"University of Nebraska","Clay Center"," NE","HW_256",2,16,16,49,2356,"TW",NA
2014,"University of Nebraska","Clay Center"," NE","HW_256",2,16,16,49,2356,"HT",80
2014,"University of Nebraska","Clay Center"," NE","HW_261",2,15,15,47,2344,"YLD",3060
2014,"University of Nebraska","Clay Center"," NE","HW_261",2,15,15,47,2344,"TW",NA
2014,"University of Nebraska","Clay Center"," NE","HW_261",2,15,15,47,2344,"HT",78
2014,"University of Nebraska","Clay Center"," NE","HW_266",2,15,15,51,2348,"YLD",3100
2014,"University of Nebraska","Clay Center"," NE","HW_266",2,15,15,51,2348,"TW",NA
2014,"University of Nebraska","Clay Center"," NE","HW_266",2,15,15,51,2348,"HT",76
2014,"University of Nebraska","Clay Center"," NE","HW_267",2,16,16,45,2352,"YLD",2939
2014,"University of Nebraska","Clay Center"," NE","HW_267",2,16,16,45,2352,"TW",NA
2014,"University of Nebraska","Clay Center"," NE","HW_267",2,16,16,45,2352,"HT",85
2014,"University of Nebraska","Clay Center"," NE","HW_29",2,15,15,50,2347,"YLD",1876
2014,"University of Nebraska","Clay Center"," NE","HW_29",2,15,15,50,2347,"TW",NA
2014,"University of Nebraska","Clay Center"," NE","HW_29",2,15,15,50,2347,"HT",85
2014,"University of Nebraska","Clay Center"," NE","HW_37",2,16,16,46,2353,"YLD",3013
2014,"University of Nebraska","Clay Center"," NE","HW_37",2,16,16,46,2353,"TW",NA
2014,"University of Nebraska","Clay Center"," NE","HW_37",2,16,16,46,2353,"HT",78
2014,"University of Nebraska","Clay Center"," NE","HW_44",2,16,16,44,2351,"YLD",3591
2014,"University of Nebraska","Clay Center"," NE","HW_44",2,16,16,44,2351,"TW",NA
2014,"University of Nebraska","Clay Center"," NE","HW_44",2,16,16,44,2351,"HT",78
2014,"University of Nebraska","Clay Center"," NE","HW_83",2,16,16,52,2359,"YLD",504
2014,"University of Nebraska","Clay Center"," NE","HW_83",2,16,16,52,2359,"TW",NA
2014,"University of Nebraska","Clay Center"," NE","HW_83",2,16,16,52,2359,"HT",79
2014,"University of Nebraska","Clay Center"," NE","HW_98",2,16,16,53,2360,"YLD",2993
2014,"University of Nebraska","Clay Center"," NE","HW_98",2,16,16,53,2360,"TW",NA
2014,"University of Nebraska","Clay Center"," NE","HW_98",2,16,16,53,2360,"HT",70
2014,"University of Nebraska","Clay Center"," NE","NE06545",2,8,8,46,2273,"YLD",3551
2014,"University of Nebraska","Clay Center"," NE","NE06545",2,8,8,46,2273,"TW",NA
2014,"University of Nebraska","Clay Center"," NE","NE06545",2,8,8,46,2273,"HT",84
2014,"University of Nebraska","Clay Center"," NE","NE12568",2,6,6,44,2251,"YLD",2387
2014,"University of Nebraska","Clay Center"," NE","NE12568",2,6,6,44,2251,"TW",NA
2014,"University of Nebraska","Clay Center"," NE","NE12568",2,6,6,44,2251,"HT",80
2014,"University of Nebraska","Clay Center"," NE","NE12571",2,6,6,45,2252,"YLD",3914
2014,"University of Nebraska","Clay Center"," NE","NE12571",2,6,6,45,2252,"TW",NA
2014,"University of Nebraska","Clay Center"," NE","NE12571",2,6,6,45,2252,"HT",90
2014,"University of Nebraska","Clay Center"," NE","NE13407",2,20,20,48,2395,"YLD",1984
2014,"University of Nebraska","Clay Center"," NE","NE13407",2,20,20,48,2395,"TW",NA
2014,"University of Nebraska","Clay Center"," NE","NE13407",2,20,20,48,2395,"HT",74
2014,"University of Nebraska","Clay Center"," NE","NE13412",2,20,20,45,2392,"YLD",2441
2014,"University of Nebraska","Clay Center"," NE","NE13412",2,20,20,45,2392,"TW",NA
2014,"University of Nebraska","Clay Center"," NE","NE13412",2,20,20,45,2392,"HT",80
2014,"University of Nebraska","Clay Center"," NE","NE13417",2,20,20,49,2396,"YLD",1688
2014,"University of Nebraska","Clay Center"," NE","NE13417",2,20,20,49,2396,"TW",NA
2014,"University of Nebraska","Clay Center"," NE","NE13417",2,20,20,49,2396,"HT",76
2014,"University of Nebraska","Clay Center"," NE","NE13441",2,10,10,52,2299,"YLD",3161
2014,"University of Nebraska","Clay Center"," NE","NE13441",2,10,10,52,2299,"TW",NA
2014,"University of Nebraska","Clay Center"," NE","NE13441",2,10,10,52,2299,"HT",90
2014,"University of Nebraska","Clay Center"," NE","NE13449",2,2,2,49,2216,"YLD",3094
2014,"University of Nebraska","Clay Center"," NE","NE13449",2,2,2,49,2216,"TW",NA
2014,"University of Nebraska","Clay Center"," NE","NE13449",2,2,2,49,2216,"HT",77
2014,"University of Nebraska","Clay Center"," NE","NE13470",2,19,19,45,2382,"YLD",3632
2014,"University of Nebraska","Clay Center"," NE","NE13470",2,19,19,45,2382,"TW",NA
2014,"University of Nebraska","Clay Center"," NE","NE13470",2,19,19,45,2382,"HT",76
2014,"University of Nebraska","Clay Center"," NE","NE13498",2,10,10,49,2296,"YLD",3033
2014,"University of Nebraska","Clay Center"," NE","NE13498",2,10,10,49,2296,"TW",NA
2014,"University of Nebraska","Clay Center"," NE","NE13498",2,10,10,49,2296,"HT",90
2014,"University of Nebraska","Clay Center"," NE","NE13510",2,19,19,44,2381,"YLD",2818
2014,"University of Nebraska","Clay Center"," NE","NE13510",2,19,19,44,2381,"TW",NA
2014,"University of Nebraska","Clay Center"," NE","NE13510",2,19,19,44,2381,"HT",72
2014,"University of Nebraska","Clay Center"," NE","NE13522",2,12,12,48,2315,"YLD",2939
2014,"University of Nebraska","Clay Center"," NE","NE13522",2,12,12,48,2315,"TW",NA
2014,"University of Nebraska","Clay Center"," NE","NE13522",2,12,12,48,2315,"HT",76
2014,"University of Nebraska","Clay Center"," NE","NE13556",2,6,6,49,2256,"YLD",2730
2014,"University of Nebraska","Clay Center"," NE","NE13556",2,6,6,49,2256,"TW",NA
2014,"University of Nebraska","Clay Center"," NE","NE13556",2,6,6,49,2256,"HT",94
2014,"University of Nebraska","Clay Center"," NE","NE13571",2,10,10,48,2295,"YLD",2905
2014,"University of Nebraska","Clay Center"," NE","NE13571",2,10,10,48,2295,"TW",NA
2014,"University of Nebraska","Clay Center"," NE","NE13571",2,10,10,48,2295,"HT",90
2014,"University of Nebraska","Clay Center"," NE","NE13589",2,9,9,49,2286,"YLD",3443
2014,"University of Nebraska","Clay Center"," NE","NE13589",2,9,9,49,2286,"TW",NA
2014,"University of Nebraska","Clay Center"," NE","NE13589",2,9,9,49,2286,"HT",89
2014,"University of Nebraska","Clay Center"," NE","NE13593",2,10,10,50,2297,"YLD",3416
2014,"University of Nebraska","Clay Center"," NE","NE13593",2,10,10,50,2297,"TW",NA
2014,"University of Nebraska","Clay Center"," NE","NE13593",2,10,10,50,2297,"HT",90
2014,"University of Nebraska","Clay Center"," NE","NE13607",2,10,10,47,2294,"YLD",3773
2014,"University of Nebraska","Clay Center"," NE","NE13607",2,10,10,47,2294,"TW",NA
2014,"University of Nebraska","Clay Center"," NE","NE13607",2,10,10,47,2294,"HT",82
2014,"University of Nebraska","Clay Center"," NE","NE13625",2,9,9,45,2282,"YLD",4687
2014,"University of Nebraska","Clay Center"," NE","NE13625",2,9,9,45,2282,"TW",NA
2014,"University of Nebraska","Clay Center"," NE","NE13625",2,9,9,45,2282,"HT",88
2014,"University of Nebraska","Clay Center"," NE","NE13627",2,6,6,48,2255,"YLD",3289
2014,"University of Nebraska","Clay Center"," NE","NE13627",2,6,6,48,2255,"TW",NA
2014,"University of Nebraska","Clay Center"," NE","NE13627",2,6,6,48,2255,"HT",84
2014,"University of Nebraska","Clay Center"," NE","NE13628",2,2,2,48,2215,"YLD",3080
2014,"University of Nebraska","Clay Center"," NE","NE13628",2,2,2,48,2215,"TW",NA
2014,"University of Nebraska","Clay Center"," NE","NE13628",2,2,2,48,2215,"HT",80
2014,"University of Nebraska","Clay Center"," NE","NE13630",2,20,20,44,2391,"YLD",2784
2014,"University of Nebraska","Clay Center"," NE","NE13630",2,20,20,44,2391,"TW",NA
2014,"University of Nebraska","Clay Center"," NE","NE13630",2,20,20,44,2391,"HT",70
2014,"University of Nebraska","Clay Center"," NE","NE13637",2,10,10,46,2293,"YLD",3046
2014,"University of Nebraska","Clay Center"," NE","NE13637",2,10,10,46,2293,"TW",NA
2014,"University of Nebraska","Clay Center"," NE","NE13637",2,10,10,46,2293,"HT",80
2014,"University of Nebraska","Clay Center"," NE","NE13638",2,10,10,53,2300,"YLD",3329
2014,"University of Nebraska","Clay Center"," NE","NE13638",2,10,10,53,2300,"TW",NA
2014,"University of Nebraska","Clay Center"," NE","NE13638",2,10,10,53,2300,"HT",84
2014,"University of Nebraska","Clay Center"," NE","NE13639",2,12,12,49,2316,"YLD",3490
2014,"University of Nebraska","Clay Center"," NE","NE13639",2,12,12,49,2316,"TW",NA
2014,"University of Nebraska","Clay Center"," NE","NE13639",2,12,12,49,2316,"HT",90
2014,"University of Nebraska","Clay Center"," NE","NE13655",2,3,3,53,2230,"YLD",1338
2014,"University of Nebraska","Clay Center"," NE","NE13655",2,3,3,53,2230,"TW",NA
2014,"University of Nebraska","Clay Center"," NE","NE13655",2,3,3,53,2230,"HT",92
2014,"University of Nebraska","Clay Center"," NE","NE13660",2,3,3,52,2229,"YLD",3046
2014,"University of Nebraska","Clay Center"," NE","NE13660",2,3,3,52,2229,"TW",NA
2014,"University of Nebraska","Clay Center"," NE","NE13660",2,3,3,52,2229,"HT",80
2014,"University of Nebraska","Clay Center"," NE","NE13680",2,10,10,51,2298,"YLD",2529
2014,"University of Nebraska","Clay Center"," NE","NE13680",2,10,10,51,2298,"TW",NA
2014,"University of Nebraska","Clay Center"," NE","NE13680",2,10,10,51,2298,"HT",92
2014,"University of Nebraska","Clay Center"," NE","NE13695",2,9,9,44,2281,"YLD",3067
2014,"University of Nebraska","Clay Center"," NE","NE13695",2,9,9,44,2281,"TW",NA
2014,"University of Nebraska","Clay Center"," NE","NE13695",2,9,9,44,2281,"HT",93
2014,"University of Nebraska","Clay Center"," NE","NE13697",2,20,20,47,2394,"YLD",3154
2014,"University of Nebraska","Clay Center"," NE","NE13697",2,20,20,47,2394,"TW",NA
2014,"University of Nebraska","Clay Center"," NE","NE13697",2,20,20,47,2394,"HT",85
2014,"University of Nebraska","Clay Center"," NE","NE13698",2,20,20,46,2393,"YLD",3463
2014,"University of Nebraska","Clay Center"," NE","NE13698",2,20,20,46,2393,"TW",NA
2014,"University of Nebraska","Clay Center"," NE","NE13698",2,20,20,46,2393,"HT",76
2014,"University of Nebraska","Clay Center"," NE","NE13700",2,9,9,48,2285,"YLD",2959
2014,"University of Nebraska","Clay Center"," NE","NE13700",2,9,9,48,2285,"TW",NA
2014,"University of Nebraska","Clay Center"," NE","NE13700",2,9,9,48,2285,"HT",92
2014,"University of Nebraska","Clay Center"," NE","NH13415",2,1,1,48,2205,"YLD",3389
2014,"University of Nebraska","Clay Center"," NE","NH13415",2,1,1,48,2205,"TW",NA
2014,"University of Nebraska","Clay Center"," NE","NH13415",2,1,1,48,2205,"HT",78
2014,"University of Nebraska","Clay Center"," NE","NH13606",2,1,1,49,2206,"YLD",3275
2014,"University of Nebraska","Clay Center"," NE","NH13606",2,1,1,49,2206,"TW",NA
2014,"University of Nebraska","Clay Center"," NE","NH13606",2,1,1,49,2206,"HT",78
2014,"University of Nebraska","Clay Center"," NE","NH13692",2,3,3,47,2224,"YLD",3087
2014,"University of Nebraska","Clay Center"," NE","NH13692",2,3,3,47,2224,"TW",NA
2014,"University of Nebraska","Clay Center"," NE","NH13692",2,3,3,47,2224,"HT",100
2014,"University of Nebraska","Clay Center"," NE","NH13693",2,3,3,46,2223,"YLD",3389
2014,"University of Nebraska","Clay Center"," NE","NH13693",2,3,3,46,2223,"TW",NA
2014,"University of Nebraska","Clay Center"," NE","NH13693",2,3,3,46,2223,"HT",90
2014,"University of Nebraska","Clay Center"," NE","NW13455",2,2,2,47,2214,"YLD",3746
