YEAR,PROGRAM,STUDY,DESCRIPTION,DESIGN,LOC,VAR,TYPE,REP,BLOCK,PLOT,ROW,COL,TWT,YIELD,PLTHT,NOTES
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",HW_37,plot,1,14,2133,14,33,807,5104,32.28,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",HW_44,plot,1,14,2135,14,35,780,4802,33.07,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",HW_83,plot,1,14,2131,14,31,742,1930,34.65,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",HW_98,plot,1,13,2123,13,33,788,5515,33.86,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",NE06545,plot,1,7,2062,7,32,753,4997,35.43,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",NE12568,plot,1,17,2163,17,33,805,4506,33.86,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",NE12571,plot,1,17,2164,17,34,800,5172,37.01,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",NE13407,plot,1,7,2068,7,38,786,4553,29.92,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",NE13412,plot,1,20,2195,20,35,810,4378,37.8,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",NE13417,plot,1,7,2067,7,37,795,3396,34.65,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",NE13441,plot,1,18,2180,18,40,784,4613,34.65,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",NE13449,plot,1,1,2008,1,38,759,4660,29.13,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",NE13470,plot,1,19,2189,19,39,766,5246,31.5,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",NE13498,plot,1,19,2186,19,36,816,4486,38.58,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",NE13510,plot,1,19,2190,19,40,782,5064,32.28,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",NE13522,plot,1,18,2177,18,37,778,5319,35.43,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",NE13556,plot,1,9,2083,9,33,795,5246,33.86,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",NE13571,plot,1,19,2185,19,35,769,4748,37.8,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",NE13589,plot,1,3,2029,3,39,788,5017,37.01,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",NE13593,plot,1,16,2153,16,33,787,4963,34.65,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",NE13607,plot,1,18,2176,18,36,767,4929,35.43,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",NE13625,plot,1,6,2058,6,38,787,5353,37.8,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",NE13627,plot,1,9,2084,9,34,761,4788,33.86,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",NE13628,plot,1,1,2007,1,37,781,4096,31.5,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",NE13630,plot,1,20,2196,20,36,739,5380,35.43,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",NE13637,plot,1,18,2175,18,35,752,4694,36.22,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",NE13638,plot,1,18,2179,18,39,745,4196,32.28,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",NE13639,plot,1,18,2178,18,38,786,5757,39.76,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",NE13655,plot,1,6,2059,6,39,675,1574,42.52,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",NE13660,plot,1,6,2060,6,40,720,3504,35.43,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",NE13680,plot,1,16,2154,16,34,790,5172,44.88,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",NE13695,plot,1,6,2057,6,37,775,4129,43.31,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",NE13697,plot,1,6,2052,6,32,729,4391,38.58,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",NE13698,plot,1,6,2051,6,31,778,3544,36.22,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",NE13700,plot,1,3,2030,3,40,773,4284,38.58,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",NH13415,plot,1,5,2041,5,31,802,2764,31.5,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",NH13606,plot,1,5,2042,5,32,758,3954,33.86,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",NH13692,plot,1,20,2191,20,31,723,3161,43.31,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",NH13693,plot,1,20,2192,20,32,721,3867,40.55,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",NW13455,plot,1,19,2181,19,31,782,4929,34.65,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",NW13457,plot,1,15,2141,15,31,803,4210,36.22,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",NW13499,plot,1,5,2046,5,36,793,4479,40.16,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",NW13502,plot,1,19,2184,19,34,792,5151,34.65,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",NW13516,plot,1,9,2089,9,39,762,4687,31.5,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",NW13526,plot,1,19,2182,19,32,778,5030,34.65,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",NW13536,plot,1,20,2193,20,33,751,4344,35.43,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",NW13559,plot,1,18,2172,18,32,758,4950,33.86,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",NW13563,plot,1,9,2090,9,40,760,4405,31.5,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",NW13572,plot,1,5,2045,5,35,789,4654,39.37,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",NW13575,plot,1,19,2183,19,33,785,4694,38.98,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",NW13596,plot,1,18,2171,18,31,767,4075,37.8,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",NW13615,plot,1,15,2142,15,32,747,4714,33.86,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",NW13652,plot,1,9,2082,9,32,785,4694,33.46,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",NW13666,plot,1,20,2194,20,34,722,3369,29.92,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",NW13669,plot,1,9,2081,9,31,768,3006,35.43,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",TX1112_10,plot,1,12,2111,12,31,810,3167,37.8,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",TX1112_105,plot,1,11,2103,11,33,778,4674,36.22,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",TX1112_108,plot,1,11,2104,11,34,796,4634,33.07,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",TX1112_11,plot,1,11,2110,11,40,791,4385,35.43,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",TX1112_111,plot,1,12,2120,12,40,724,3517,33.86,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",TX1112_112,plot,1,11,2105,11,35,818,4163,31.5,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",TX1112_113,plot,1,12,2118,12,38,795,4512,33.07,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",TX1112_115,plot,1,12,2113,12,33,766,4042,32.28,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",TX1112_119,plot,1,11,2102,11,32,811,4385,33.07,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",TX1112_122,plot,1,12,2115,12,35,794,5017,32.28,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",TX1112_123,plot,1,12,2119,12,39,797,3981,30.71,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",TX1112_124,plot,1,12,2112,12,32,792,4761,33.86,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",TX1112_46,plot,1,11,2106,11,36,785,4048,35.43,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",TX1112_48,plot,1,12,2117,12,37,786,4512,37.01,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",TX1112_52,plot,1,12,2114,12,34,771,4163,37.8,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",TX1112_63,plot,1,11,2108,11,38,796,4022,31.5,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",TX1112_65,plot,1,12,2116,12,36,789,4929,29.13,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",TX1112_67,plot,1,11,2101,11,31,811,2132,32.28,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",TX1112_69,plot,1,11,2107,11,37,786,4385,33.07,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",TX1112_87,plot,1,11,2109,11,39,799,4385,35.43,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",11_26,plot,2,19,2390,19,50,799,5192,37.4,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",11_73,plot,2,19,2389,19,49,788,5279,40.16,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",13_13,plot,2,17,2369,17,49,762,4257,34.65,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",13_59,plot,2,17,2370,17,50,729,4486,37.01,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",14_10,plot,2,4,2237,4,47,0,4849,33.86,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",14_2,plot,2,4,2239,4,49,798,5588,37.01,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",14_22,plot,2,4,2236,4,46,754,4122,35.04,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",14_23,plot,2,4,2233,4,43,756,4701,37.01,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",14_31,plot,2,4,2232,4,42,780,5024,34.65,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",14_65,plot,2,4,2240,4,50,788,4842,36.61,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",14_66,plot,2,4,2231,4,41,786,4553,31.5,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",14_71,plot,2,4,2234,4,44,800,5441,35.83,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",14_83,plot,2,4,2238,4,48,790,5172,37.01,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",14_88,plot,2,4,2235,4,45,811,5050,35.83,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",15_18,plot,2,12,2319,12,49,802,5037,34.65,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",15_44,plot,2,12,2320,12,50,801,5158,35.04,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",4_12,plot,2,16,2352,16,42,744,4129,33.46,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",4_19,plot,2,16,2351,16,41,777,5387,32.28,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",7_101,plot,2,10,2296,10,46,796,4822,35.43,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",7_105,plot,2,10,2294,10,44,795,4997,35.43,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",7_11,plot,2,10,2300,10,50,761,4304,35.04,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",7_140,plot,2,10,2293,10,43,790,4950,36.61,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",7_29,plot,2,10,2298,10,48,784,4956,40.16,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",7_45,plot,2,10,2297,10,47,770,4418,35.43,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",7_55,plot,2,10,2299,10,49,766,4539,40.55,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",7_61,plot,2,10,2292,10,42,800,5145,37.01,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",7_86,plot,2,10,2295,10,45,783,4096,34.65,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",7_9,plot,2,10,2291,10,41,785,4687,40.16,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",CO11D1111,plot,2,5,2246,5,46,771,4365,32.28,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",CO11D1119,plot,2,5,2245,5,45,761,3652,32.28,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",CO11D1125,plot,2,5,2243,5,43,758,4412,35.43,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",CO11D1127,plot,2,5,2244,5,44,802,4512,33.07,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",CO11D1140,plot,2,17,2364,17,44,759,4351,37.01,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",CO11D1156,plot,2,17,2365,17,45,792,4963,37.01,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",CO11D1159,plot,2,17,2363,17,43,799,5225,36.22,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",CO11D1174,plot,2,9,2282,9,42,740,4048,35.43,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",CO11D1182,plot,2,9,2283,9,43,796,4694,33.86,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",CO11D1186,plot,2,9,2284,9,44,780,4546,35.43,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",CO11D1190,plot,2,9,2281,9,41,783,4923,35.43,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",CO11D1213,plot,2,20,2400,20,50,787,5198,33.46,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",CO11D1219,plot,2,20,2398,20,48,774,4304,37.4,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",CO11D1221,plot,2,20,2399,20,49,760,4425,37.01,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",CO11D1231,plot,2,20,2397,20,47,732,4755,39.37,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",CO11D1236,plot,2,16,2356,16,46,762,5400,37.8,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",CO11D1240,plot,2,16,2355,16,45,754,4728,30.71,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",CO11D1248,plot,2,16,2358,16,48,799,5353,37.01,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",CO11D1268,plot,2,16,2357,16,47,802,5360,37.01,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",CO11D1287,plot,2,8,2277,8,47,769,4445,36.22,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",CO11D1298,plot,2,8,2275,8,45,771,5232,37.01,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",CO11D1302W,plot,2,8,2278,8,48,774,4600,34.65,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",CO11D1312,plot,2,8,2276,8,46,770,5447,36.22,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",CO11D1315W,plot,2,9,2288,9,48,731,3268,35.43,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",CO11D1316W,plot,2,9,2287,9,47,758,3968,35.43,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",CO11D1322,plot,2,9,2286,9,46,750,3968,34.65,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",CO11D1341,plot,2,9,2285,9,45,800,5333,36.61,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",CO11D1353,plot,2,1,2201,1,41,795,4909,34.65,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",CO11D1371,plot,2,1,2204,1,44,815,4909,35.43,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",CO11D1380,plot,2,1,2202,1,42,784,4526,33.86,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",CO11D1397,plot,2,1,2203,1,43,789,4869,30.71,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",CO11D1409,plot,2,19,2387,19,47,785,5555,37.01,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",CO11D1414,plot,2,19,2388,19,48,759,4452,37.01,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",CO11D1418,plot,2,19,2385,19,45,816,5071,34.65,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",CO11D1431,plot,2,19,2386,19,46,792,5077,33.86,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",CO11D1539,plot,2,18,2377,18,47,771,5703,37.01,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",CO11D1542,plot,2,18,2378,18,48,755,5232,37.01,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",CO11D1543,plot,2,18,2380,18,50,776,5306,38.58,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",CO11D1545,plot,2,18,2379,18,49,775,5454,37.01,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",CO11D1555W,plot,2,18,2376,18,46,808,4566,36.22,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",CO11D1559,plot,2,18,2375,18,45,798,4250,33.86,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",CO11D1584,plot,2,18,2374,18,44,816,4634,40.16,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",CO11D1600W,plot,2,18,2373,18,43,788,5185,39.37,
