YR,PROGRAM,STUDY,DESCRIPTION,DESIGN,LOC,ID,TYPE,REP,BLOCK,PLOT,ROW,COL,TW,YLD,HT,NOTES
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",GOODSYN58,plot,1,2,2012,2,2,51,12038,105,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",GOODSYN62,plot,1,9,2082,9,2,77,11903,94,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",GOODSYN72,plot,1,2,2015,2,5,51,12038,112,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",GOODSYN8,plot,1,4,2038,4,8,64,12038,110,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",GOODSYN80,plot,1,2,2016,2,6,51,12172,110,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",GOODSYN88,plot,1,17,2162,17,2,26,12105,94,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",HW_124,plot,1,14,2132,14,2,39,12172,82,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",HW_133,plot,1,14,2133,14,3,39,12240,74,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",HW_141,plot,1,13,2122,13,2,64,12038,82,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",HW_155,plot,1,13,2130,13,10,51,12105,94,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",HW_174,plot,1,13,2123,13,3,51,12038,82,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",HW_175,plot,1,14,2135,14,5,77,12307,84,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",HW_182,plot,1,13,2129,13,9,51,12240,82,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",HW_237,plot,1,13,2126,13,6,77,12105,84,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",HW_246,plot,1,14,2137,14,7,51,12240,83,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",HW_256,plot,1,13,2127,13,7,26,12240,74,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",HW_261,plot,1,14,2139,14,9,77,12307,80,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",HW_266,plot,1,14,2140,14,10,64,11971,81,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",HW_267,plot,1,14,2138,14,8,39,12307,89,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",HW_29,plot,1,14,2136,14,6,39,12307,90,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",HW_37,plot,1,14,2134,14,4,77,12105,78,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",HW_44,plot,1,13,2125,13,5,64,12240,80,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",HW_83,plot,1,13,2128,13,8,51,12240,94,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",HW_98,plot,1,13,2124,13,4,39,12307,80,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",NE06545,plot,1,19,2188,19,8,26,12105,74,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",NE12568,plot,1,20,2195,20,5,39,12172,70,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",NE12571,plot,1,20,2196,20,6,39,12038,77,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",NE13407,plot,1,16,2159,16,9,77,11903,80,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",NE13412,plot,1,2,2020,2,10,90,12105,92,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",NE13417,plot,1,16,2160,16,10,51,12038,78,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",NE13441,plot,1,7,2069,7,9,64,11971,85,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",NE13449,plot,1,2,2014,2,4,77,12172,84,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",NE13470,plot,1,3,2030,3,10,64,11971,78,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",NE13498,plot,1,15,2144,15,4,51,12172,88,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",NE13510,plot,1,3,2029,3,9,64,11971,83,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",NE13556,plot,1,9,2089,9,9,39,12307,95,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",NE13571,plot,1,15,2143,15,3,26,12038,88,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",NE13589,plot,1,4,2033,4,3,39,12307,98,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",NE13607,plot,1,20,2194,20,4,39,12172,76,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",NE13625,plot,1,4,2032,4,2,39,12038,95,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",NE13627,plot,1,9,2090,9,10,39,12307,85,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",NE13628,plot,1,2,2013,2,3,51,12038,95,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",NE13630,plot,1,2,2019,2,9,64,12374,87,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",NE13637,plot,1,20,2193,20,3,77,12038,85,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",NE13638,plot,1,7,2070,7,10,39,11971,84,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",NE13639,plot,1,15,2142,15,2,51,12307,90,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",NE13655,plot,1,4,2036,4,6,64,12307,102,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",NE13660,plot,1,4,2035,4,5,26,12374,84,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",NE13680,plot,1,6,2052,6,2,51,11971,102,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",NE13697,plot,1,6,2056,6,6,26,12307,84,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",NE13698,plot,1,6,2055,6,5,39,12374,86,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",NE13700,plot,1,4,2034,4,4,51,12374,88,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",NH13415,plot,1,20,2192,20,2,51,12038,77,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",NH13692,plot,1,6,2054,6,4,64,12307,90,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",NH13693,plot,1,6,2053,6,3,64,12240,92,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",NW13455,plot,1,4,2039,4,9,39,11971,88,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",NW13457,plot,1,17,2167,17,7,39,12307,80,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",NW13499,plot,1,1,2005,1,5,51,12038,96,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",NW13502,plot,1,10,2092,10,2,51,12307,85,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",NW13516,plot,1,6,2057,6,7,51,12038,84,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",NW13526,plot,1,4,2040,4,10,51,11971,85,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",NW13536,plot,1,9,2083,9,3,39,11971,72,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",NW13559,plot,1,17,2164,17,4,39,12105,75,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",NW13563,plot,1,6,2058,6,8,39,12105,85,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",NW13572,plot,1,1,2006,1,6,39,12038,96,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",NW13596,plot,1,17,2163,17,3,39,12240,78,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",NW13615,plot,1,17,2168,17,8,26,12441,78,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",NW13666,plot,1,9,2084,9,4,51,12374,75,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",NW13669,plot,1,1,2002,1,2,39,12038,106,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",TX1112_10,plot,1,22,3117,22,7,51,12038,68,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",TX1112_105,plot,1,21,3110,21,10,39,11903,70,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",TX1112_108,plot,1,21,3106,21,6,51,11836,76,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",TX1112_112,plot,1,21,3105,21,5,26,11903,70,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",TX1112_113,plot,1,22,3118,22,8,103,11702,65,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",TX1112_115,plot,1,21,3108,21,8,39,12172,72,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",TX1112_119,plot,1,21,3102,21,2,39,11903,78,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",TX1112_122,plot,1,22,3116,22,6,39,12038,72,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",TX1112_123,plot,1,21,3103,21,3,77,11769,77,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",TX1112_124,plot,1,21,3109,21,9,39,11769,70,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",TX1112_46,plot,1,22,3115,22,5,39,11971,63,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",TX1112_48,plot,1,22,3112,22,2,39,11702,72,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",TX1112_52,plot,1,22,3113,22,3,39,12038,77,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",TX1112_63,plot,1,22,3114,22,4,51,12240,70,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",TX1112_65,plot,1,22,3119,22,9,64,12172,76,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",TX1112_67,plot,1,21,3104,21,4,64,12038,75,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",TX1112_69,plot,1,22,3120,22,10,39,12038,80,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",TX1112_87,plot,1,21,3107,21,7,39,12038,68,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",11_26,plot,2,15,2341,15,11,39,11836,88,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",11_73,plot,2,15,2342,15,12,39,12172,88,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",13_13,plot,2,5,2245,5,15,77,12038,88,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",13_59,plot,2,5,2246,5,16,103,12038,87,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",14_10,plot,2,6,2254,6,14,64,12038,86,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",14_2,plot,2,6,2258,6,18,64,11769,84,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",14_22,plot,2,6,2253,6,13,51,11971,86,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",14_23,plot,2,6,2260,6,20,64,12038,90,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",14_31,plot,2,6,2255,6,15,51,12038,82,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",14_65,plot,2,6,2251,6,11,90,11836,84,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",14_66,plot,2,6,2252,6,12,116,11903,80,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",14_71,plot,2,6,2259,6,19,64,11903,86,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",14_83,plot,2,6,2257,6,17,77,12038,92,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",14_88,plot,2,6,2256,6,16,51,11836,84,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",15_18,plot,2,13,2328,13,18,116,11903,81,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",15_44,plot,2,13,2327,13,17,116,11971,84,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",4_12,plot,2,12,2312,12,12,39,12038,98,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",4_19,plot,2,12,2311,12,11,64,11769,78,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",7_101,plot,2,11,2302,11,12,64,11971,90,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",7_105,plot,2,11,2307,11,17,77,11971,88,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",7_11,plot,2,11,2305,11,15,77,12038,89,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",7_140,plot,2,11,2306,11,16,39,12038,90,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",7_29,plot,2,11,2304,11,14,51,12038,98,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",7_45,plot,2,11,2309,11,19,103,12038,88,
2014,University of Nebraska,YldQtl-Val_2014_Mead,"Yield QTL Validation, Yield QTL Validation, Planting error in 1st pass resulted in uncertainty of plot assignments.  Data discarded.",CRD,"Ithaca, NE",7_55,plot,2,11,2310,11,20,77,12038,94,
